INSERT ALL 
 INTO PSE1.DownloadsVALUES ('1', '25-06-2018', '617', '155') 
 INTO PSE1.DownloadsVALUES ('1812', '21-10-2019', '509', '451') 
 INTO PSE1.DownloadsVALUES ('1813', '03-10-2018', '73', '480') 
 INTO PSE1.DownloadsVALUES ('1814', '20-12-2019', '419', '397') 
 INTO PSE1.DownloadsVALUES ('1815', '12-05-2019', '527', '274') 
 INTO PSE1.DownloadsVALUES ('1816', '04-01-2019', '396', '313') 
 INTO PSE1.DownloadsVALUES ('1817', '29-08-2019', '771', '599') 
 INTO PSE1.DownloadsVALUES ('1818', '27-05-2019', '644', '291') 
 INTO PSE1.DownloadsVALUES ('1819', '05-07-2019', '473', '522') 
 INTO PSE1.DownloadsVALUES ('1820', '25-02-2019', '842', '95') 
 INTO PSE1.DownloadsVALUES ('1821', '15-07-2018', '211', '279') 
 INTO PSE1.DownloadsVALUES ('1822', '01-09-2019', '917', '379') 
 INTO PSE1.DownloadsVALUES ('1823', '16-07-2019', '780', '614') 
 INTO PSE1.DownloadsVALUES ('1824', '13-02-2019', '523', '611') 
 INTO PSE1.DownloadsVALUES ('1825', '17-10-2019', '426', '207') 
 INTO PSE1.DownloadsVALUES ('1826', '26-07-2018', '48', '619') 
 INTO PSE1.DownloadsVALUES ('1827', '23-03-2019', '721', '47') 
 INTO PSE1.DownloadsVALUES ('1828', '21-12-2019', '191', '281') 
 INTO PSE1.DownloadsVALUES ('1829', '13-08-2019', '122', '471') 
 INTO PSE1.DownloadsVALUES ('1830', '12-04-2018', '525', '160') 
 INTO PSE1.DownloadsVALUES ('1831', '18-07-2019', '436', '555') 
 INTO PSE1.DownloadsVALUES ('1832', '19-09-2018', '598', '379') 
 INTO PSE1.DownloadsVALUES ('1833', '06-08-2018', '179', '63') 
 INTO PSE1.DownloadsVALUES ('1834', '28-10-2019', '319', '469') 
 INTO PSE1.DownloadsVALUES ('1835', '07-04-2019', '890', '421') 
 INTO PSE1.DownloadsVALUES ('1836', '12-05-2019', '71', '616') 
 INTO PSE1.DownloadsVALUES ('1837', '30-04-2018', '125', '574') 
 INTO PSE1.DownloadsVALUES ('1838', '01-11-2019', '853', '429') 
 INTO PSE1.DownloadsVALUES ('1839', '13-12-2018', '831', '271') 
 INTO PSE1.DownloadsVALUES ('1840', '28-10-2019', '787', '535') 
 INTO PSE1.DownloadsVALUES ('1841', '19-01-2019', '501', '359') 
 INTO PSE1.DownloadsVALUES ('1842', '30-08-2019', '204', '462') 
 INTO PSE1.DownloadsVALUES ('1843', '24-09-2018', '653', '503') 
 INTO PSE1.DownloadsVALUES ('1844', '24-11-2018', '223', '345') 
 INTO PSE1.DownloadsVALUES ('1845', '29-07-2019', '320', '599') 
 INTO PSE1.DownloadsVALUES ('1846', '28-04-2019', '721', '75') 
 INTO PSE1.DownloadsVALUES ('1847', '28-09-2018', '441', '495') 
 INTO PSE1.DownloadsVALUES ('1848', '20-06-2019', '661', '393') 
 INTO PSE1.DownloadsVALUES ('1849', '02-07-2018', '755', '105') 
 INTO PSE1.DownloadsVALUES ('1850', '15-04-2019', '590', '99') 
 INTO PSE1.DownloadsVALUES ('1851', '11-09-2018', '899', '406') 
 INTO PSE1.DownloadsVALUES ('1852', '02-03-2018', '774', '135') 
 INTO PSE1.DownloadsVALUES ('1853', '31-10-2019', '781', '95') 
 INTO PSE1.DownloadsVALUES ('1854', '30-09-2019', '403', '229') 
 INTO PSE1.DownloadsVALUES ('1855', '11-02-2019', '796', '291') 
 INTO PSE1.DownloadsVALUES ('1856', '06-07-2019', '307', '186') 
 INTO PSE1.DownloadsVALUES ('1857', '01-11-2019', '544', '233') 
 INTO PSE1.DownloadsVALUES ('1858', '04-04-2018', '65', '323') 
 INTO PSE1.DownloadsVALUES ('1859', '25-05-2019', '398', '610') 
 INTO PSE1.DownloadsVALUES ('1860', '01-02-2018', '400', '171') 
 INTO PSE1.DownloadsVALUES ('1861', '17-06-2019', '715', '473') 
 INTO PSE1.DownloadsVALUES ('1862', '30-05-2019', '605', '37') 
 INTO PSE1.DownloadsVALUES ('1863', '04-03-2019', '174', '12') 
 INTO PSE1.DownloadsVALUES ('1864', '27-09-2019', '121', '591') 
 INTO PSE1.DownloadsVALUES ('1865', '30-05-2018', '939', '129') 
 INTO PSE1.DownloadsVALUES ('1866', '02-09-2019', '288', '367') 
 INTO PSE1.DownloadsVALUES ('1867', '15-09-2018', '403', '509') 
 INTO PSE1.DownloadsVALUES ('1868', '06-08-2018', '540', '25') 
 INTO PSE1.DownloadsVALUES ('1869', '31-01-2019', '933', '633') 
 INTO PSE1.DownloadsVALUES ('1870', '03-07-2019', '763', '53') 
 INTO PSE1.DownloadsVALUES ('1871', '10-01-2018', '246', '255') 
 INTO PSE1.DownloadsVALUES ('1872', '07-03-2019', '309', '203') 
 INTO PSE1.DownloadsVALUES ('1873', '26-06-2019', '156', '20') 
 INTO PSE1.DownloadsVALUES ('1874', '17-08-2019', '705', '373') 
 INTO PSE1.DownloadsVALUES ('1875', '17-04-2018', '218', '170') 
 INTO PSE1.DownloadsVALUES ('1876', '19-11-2019', '325', '172') 
 INTO PSE1.DownloadsVALUES ('1877', '06-08-2018', '734', '184') 
 INTO PSE1.DownloadsVALUES ('1878', '19-03-2018', '605', '88') 
 INTO PSE1.DownloadsVALUES ('1879', '11-02-2019', '233', '132') 
 INTO PSE1.DownloadsVALUES ('1880', '28-04-2019', '943', '132') 
 INTO PSE1.DownloadsVALUES ('1881', '17-12-2019', '41', '407') 
 INTO PSE1.DownloadsVALUES ('1882', '02-03-2019', '470', '115') 
 INTO PSE1.DownloadsVALUES ('1883', '06-08-2019', '308', '254') 
 INTO PSE1.DownloadsVALUES ('1884', '03-02-2018', '596', '452') 
 INTO PSE1.DownloadsVALUES ('1885', '20-02-2018', '862', '266') 
 INTO PSE1.DownloadsVALUES ('1886', '28-12-2019', '893', '171') 
 INTO PSE1.DownloadsVALUES ('1887', '28-05-2018', '473', '394') 
 INTO PSE1.DownloadsVALUES ('1888', '18-08-2018', '766', '577') 
 INTO PSE1.DownloadsVALUES ('1889', '25-03-2019', '34', '457') 
 INTO PSE1.DownloadsVALUES ('1890', '19-03-2018', '651', '329') 
 INTO PSE1.DownloadsVALUES ('1891', '19-02-2018', '367', '446') 
 INTO PSE1.DownloadsVALUES ('1892', '23-10-2018', '821', '491') 
 INTO PSE1.DownloadsVALUES ('1893', '04-05-2018', '507', '92') 
 INTO PSE1.DownloadsVALUES ('1894', '25-06-2018', '278', '356') 
 INTO PSE1.DownloadsVALUES ('1895', '11-05-2019', '598', '89') 
 INTO PSE1.DownloadsVALUES ('1896', '17-09-2019', '40', '499') 
 INTO PSE1.DownloadsVALUES ('1897', '03-06-2018', '915', '451') 
 INTO PSE1.DownloadsVALUES ('1898', '29-06-2019', '508', '121') 
 INTO PSE1.DownloadsVALUES ('1899', '27-08-2019', '85', '293') 
 INTO PSE1.DownloadsVALUES ('1900', '23-08-2019', '537', '464') 
 INTO PSE1.DownloadsVALUES ('1901', '17-01-2019', '224', '597') 
 INTO PSE1.DownloadsVALUES ('1902', '07-07-2018', '750', '504') 
 INTO PSE1.DownloadsVALUES ('1903', '16-03-2018', '634', '588') 
 INTO PSE1.DownloadsVALUES ('1904', '04-12-2019', '674', '162') 
 INTO PSE1.DownloadsVALUES ('1905', '02-12-2018', '232', '240') 
 INTO PSE1.DownloadsVALUES ('1906', '29-07-2019', '437', '567') 
 INTO PSE1.DownloadsVALUES ('1907', '05-06-2019', '342', '112') 
 INTO PSE1.DownloadsVALUES ('1908', '24-11-2019', '173', '306') 
 INTO PSE1.DownloadsVALUES ('1909', '09-11-2019', '871', '126') 
 INTO PSE1.DownloadsVALUES ('1910', '03-10-2019', '352', '627') 
 INTO PSE1.DownloadsVALUES ('1911', '06-02-2019', '335', '123') 
 INTO PSE1.DownloadsVALUES ('1912', '18-02-2018', '934', '65') 
 INTO PSE1.DownloadsVALUES ('1913', '03-11-2018', '232', '546') 
 INTO PSE1.DownloadsVALUES ('1914', '27-01-2019', '205', '125') 
 INTO PSE1.DownloadsVALUES ('1915', '30-06-2019', '921', '251') 
 INTO PSE1.DownloadsVALUES ('1916', '19-01-2019', '855', '265') 
 INTO PSE1.DownloadsVALUES ('1917', '11-08-2019', '293', '229') 
 INTO PSE1.DownloadsVALUES ('1918', '11-10-2018', '247', '379') 
 INTO PSE1.DownloadsVALUES ('1919', '01-06-2019', '907', '560') 
 INTO PSE1.DownloadsVALUES ('1920', '04-02-2018', '908', '75') 
 INTO PSE1.DownloadsVALUES ('1921', '14-06-2019', '33', '87') 
 INTO PSE1.DownloadsVALUES ('1922', '09-04-2019', '709', '589') 
 INTO PSE1.DownloadsVALUES ('1923', '19-02-2018', '73', '488') 
 INTO PSE1.DownloadsVALUES ('1924', '16-04-2019', '865', '509') 
 INTO PSE1.DownloadsVALUES ('1925', '25-06-2019', '5', '62') 
 INTO PSE1.DownloadsVALUES ('1926', '09-10-2019', '30', '237') 
 INTO PSE1.DownloadsVALUES ('1927', '25-02-2018', '465', '452') 
 INTO PSE1.DownloadsVALUES ('1928', '29-05-2018', '257', '207') 
 INTO PSE1.DownloadsVALUES ('1929', '27-07-2019', '148', '209') 
 INTO PSE1.DownloadsVALUES ('1930', '20-02-2018', '266', '79') 
 INTO PSE1.DownloadsVALUES ('1931', '07-04-2019', '36', '178') 
 INTO PSE1.DownloadsVALUES ('1932', '28-08-2019', '229', '392') 
 INTO PSE1.DownloadsVALUES ('1933', '02-09-2019', '601', '621') 
 INTO PSE1.DownloadsVALUES ('1934', '28-01-2019', '893', '574') 
 INTO PSE1.DownloadsVALUES ('1935', '09-01-2019', '850', '591') 
 INTO PSE1.DownloadsVALUES ('1936', '05-01-2018', '915', '348') 
 INTO PSE1.DownloadsVALUES ('1937', '06-04-2018', '748', '347') 
 INTO PSE1.DownloadsVALUES ('1938', '08-05-2018', '678', '8') 
 INTO PSE1.DownloadsVALUES ('1939', '23-09-2018', '688', '88') 
 INTO PSE1.DownloadsVALUES ('1940', '13-05-2019', '584', '96') 
 INTO PSE1.DownloadsVALUES ('1941', '16-11-2018', '299', '498') 
 INTO PSE1.DownloadsVALUES ('1942', '15-08-2018', '361', '80') 
 INTO PSE1.DownloadsVALUES ('1943', '20-03-2018', '742', '498') 
 INTO PSE1.DownloadsVALUES ('1944', '23-05-2019', '224', '151') 
 INTO PSE1.DownloadsVALUES ('1945', '31-07-2019', '734', '122') 
 INTO PSE1.DownloadsVALUES ('1946', '15-04-2018', '75', '258') 
 INTO PSE1.DownloadsVALUES ('1947', '16-02-2019', '848', '447') 
 INTO PSE1.DownloadsVALUES ('1948', '23-12-2018', '311', '503') 
 INTO PSE1.DownloadsVALUES ('1949', '09-05-2018', '293', '166') 
 INTO PSE1.DownloadsVALUES ('1950', '15-11-2018', '772', '191') 
 INTO PSE1.DownloadsVALUES ('1951', '19-12-2019', '132', '238') 
 INTO PSE1.DownloadsVALUES ('1952', '25-08-2019', '454', '269') 
 INTO PSE1.DownloadsVALUES ('1953', '09-11-2019', '629', '464') 
 INTO PSE1.DownloadsVALUES ('1954', '06-08-2018', '611', '280') 
 INTO PSE1.DownloadsVALUES ('1955', '14-11-2019', '249', '421') 
 INTO PSE1.DownloadsVALUES ('1956', '20-05-2019', '756', '116') 
 INTO PSE1.DownloadsVALUES ('1957', '14-09-2018', '255', '21') 
 INTO PSE1.DownloadsVALUES ('1958', '31-08-2019', '655', '379') 
 INTO PSE1.DownloadsVALUES ('1959', '17-02-2018', '940', '317') 
 INTO PSE1.DownloadsVALUES ('1960', '01-12-2019', '498', '537') 
 INTO PSE1.DownloadsVALUES ('1961', '02-12-2018', '827', '370') 
 INTO PSE1.DownloadsVALUES ('1962', '10-02-2018', '231', '134') 
 INTO PSE1.DownloadsVALUES ('1963', '11-10-2018', '885', '173') 
 INTO PSE1.DownloadsVALUES ('1964', '25-02-2019', '864', '591') 
 INTO PSE1.DownloadsVALUES ('1965', '21-02-2019', '178', '453') 
 INTO PSE1.DownloadsVALUES ('1966', '02-07-2019', '235', '182') 
 INTO PSE1.DownloadsVALUES ('1967', '06-06-2018', '288', '99') 
 INTO PSE1.DownloadsVALUES ('1968', '21-07-2018', '469', '362') 
 INTO PSE1.DownloadsVALUES ('1969', '18-05-2018', '399', '268') 
 INTO PSE1.DownloadsVALUES ('1970', '07-10-2019', '12', '238') 
 INTO PSE1.DownloadsVALUES ('1971', '24-10-2018', '943', '561') 
 INTO PSE1.DownloadsVALUES ('1972', '20-01-2019', '80', '497') 
 INTO PSE1.DownloadsVALUES ('1973', '19-12-2019', '34', '287') 
 INTO PSE1.DownloadsVALUES ('1974', '11-06-2019', '446', '211') 
 INTO PSE1.DownloadsVALUES ('1975', '02-04-2018', '647', '393') 
 INTO PSE1.DownloadsVALUES ('1976', '12-01-2018', '97', '23') 
 INTO PSE1.DownloadsVALUES ('1977', '01-04-2019', '331', '7') 
 INTO PSE1.DownloadsVALUES ('1978', '30-11-2018', '314', '480') 
 INTO PSE1.DownloadsVALUES ('1979', '16-04-2018', '874', '35') 
 INTO PSE1.DownloadsVALUES ('1980', '20-04-2018', '794', '159') 
 INTO PSE1.DownloadsVALUES ('1981', '09-09-2018', '695', '387') 
 INTO PSE1.DownloadsVALUES ('1982', '08-09-2018', '160', '472') 
 INTO PSE1.DownloadsVALUES ('1983', '14-04-2018', '402', '474') 
 INTO PSE1.DownloadsVALUES ('1984', '11-05-2019', '364', '283') 
 INTO PSE1.DownloadsVALUES ('1985', '17-05-2019', '625', '151') 
 INTO PSE1.DownloadsVALUES ('1986', '01-10-2019', '396', '543') 
 INTO PSE1.DownloadsVALUES ('1987', '24-10-2019', '796', '323') 
 INTO PSE1.DownloadsVALUES ('1988', '04-02-2018', '461', '228') 
 INTO PSE1.DownloadsVALUES ('1989', '24-03-2018', '245', '192') 
 INTO PSE1.DownloadsVALUES ('1990', '12-11-2018', '496', '11') 
 INTO PSE1.DownloadsVALUES ('1991', '14-01-2019', '940', '502') 
 INTO PSE1.DownloadsVALUES ('1992', '16-07-2018', '283', '572') 
 INTO PSE1.DownloadsVALUES ('1993', '31-01-2018', '520', '496') 
 INTO PSE1.DownloadsVALUES ('1994', '29-05-2018', '255', '479') 
 INTO PSE1.DownloadsVALUES ('1995', '10-04-2019', '964', '375') 
 INTO PSE1.DownloadsVALUES ('1996', '29-09-2019', '285', '611') 
 INTO PSE1.DownloadsVALUES ('1997', '12-01-2018', '503', '588') 
 INTO PSE1.DownloadsVALUES ('1998', '02-09-2018', '910', '307') 
 INTO PSE1.DownloadsVALUES ('1999', '31-08-2019', '919', '177') 
 INTO PSE1.DownloadsVALUES ('2000', '01-08-2018', '377', '106')
 select * from  dual;
