INSERT ALL 
 INTO PSE1.Kunde VALUES ('0' , 'Samuel', 'Moore', 'Sixth Street', '83', '20472', 'Aachen', '02-07-2019', 'm', '6', '16-11-1956') 
 INTO PSE1.Kunde VALUES ('615' , 'Aaliyah', 'Harris', 'Park Street', '86', '33947', 'Hamburg', '08-05-2019', 'f', '2', '04-09-2001') 
 INTO PSE1.Kunde VALUES ('616' , 'Ella', 'Lewis', 'Pine Street', '97', '50215', 'Munich', '04-07-2019', 'f', '11', '17-11-1995') 
 INTO PSE1.Kunde VALUES ('617' , 'Ariana', 'Moore', 'Seventh Street', '15', '22088', 'Freiburg im Breisgau', '19-04-2019', 'f', '13', '10-06-1953') 
 INTO PSE1.Kunde VALUES ('618' , 'Lily', 'Taylor', 'First Street', '28', '15061', 'Augsburg', '01-02-2019', 'm', '10', '16-08-1997') 
 INTO PSE1.Kunde VALUES ('619' , 'Emilia', 'Wilson', 'View Street', '46', '24335', 'Kassel', '21-04-2019', 'm', '8', '23-06-2003') 
 INTO PSE1.Kunde VALUES ('620' , 'Riley', 'Robinson', 'Main Street', '78', '85965', 'Kassel', '12-07-2019', 'f', '5', '19-10-1960') 
 INTO PSE1.Kunde VALUES ('621' , 'Paisley', 'Wilson', 'Elm Street', '94', '16378', 'Berlin', '21-11-2019', 'm', '5', '03-07-1967') 
 INTO PSE1.Kunde VALUES ('622' , 'Aiden', 'Thompson', 'Pine Street', '95', '15150', 'Bielefeld', '19-09-2019', 'f', '2', '15-07-1977') 
 INTO PSE1.Kunde VALUES ('623' , 'Jack', 'Anderson', 'Maple Street', '69', '33316', 'Munich', '20-11-2019', 'f', '11', '24-06-1981') 
 INTO PSE1.Kunde VALUES ('624' , 'Peyton', 'Moore', 'Fourth Street', '60', '12819', 'Leverkusen', '20-06-2019', 'm', '12', '07-03-1977') 
 INTO PSE1.Kunde VALUES ('625' , 'Leah', 'Thomas', 'Cedar Street', '12', '13359', 'Oldenburg', '22-09-2019', 'm', '2', '20-09-1951') 
 INTO PSE1.Kunde VALUES ('626' , 'Cameron', 'Gonzalez', 'Second Street', '2', '58921', 'Mainz', '14-04-2019', 'm', '3', '14-03-1989') 
 INTO PSE1.Kunde VALUES ('627' , 'James', 'Hernandez', 'Main Street', '26', '49753', 'Karlsruhe', '21-06-2019', 'f', '4', '26-07-1987') 
 INTO PSE1.Kunde VALUES ('628' , 'Layla', 'Miller', 'Park Street', '26', '27953', 'Potsdam', '25-10-2019', 'f', '3', '28-09-1967') 
 INTO PSE1.Kunde VALUES ('629' , 'Gabriel', 'Miller', 'Third Street', '11', '43924', 'Saarbrücken', '08-11-2019', 'f', '3', '27-05-1957') 
 INTO PSE1.Kunde VALUES ('630' , 'Sebastian', 'Brown', 'Sixth Street', '40', '70166', 'Nuremberg', '27-01-2019', 'f', '8', '11-07-1991') 
 INTO PSE1.Kunde VALUES ('631' , 'Nora', 'Garcia', 'Seventh Street', '63', '43898', 'Bonn', '28-02-2019', 'm', '5', '21-11-2003') 
 INTO PSE1.Kunde VALUES ('632' , 'Josiah', 'Taylor', 'Oak Street', '86', '40332', 'Mönchengladbach', '21-12-2019', 'm', '9', '18-06-1977') 
 INTO PSE1.Kunde VALUES ('633' , 'Levi', 'Lee', 'Ninth Street', '11', '23085', 'Munich', '10-05-2019', 'f', '8', '16-05-1986') 
 INTO PSE1.Kunde VALUES ('634' , 'James', 'Anderson', 'Second Street', '80', '49719', 'Wiesbaden', '23-01-2019', 'f', '11', '12-02-1983') 
 INTO PSE1.Kunde VALUES ('635' , 'Mia', 'Thomas', 'Second Street', '55', '81012', 'Magdeburg', '09-06-2019', 'm', '11', '16-03-1972') 
 INTO PSE1.Kunde VALUES ('636' , 'Alexander', 'Robinson', 'Eighth Street', '15', '63703', 'Mainz', '17-11-2019', 'f', '11', '27-01-1953') 
 INTO PSE1.Kunde VALUES ('637' , 'Aaliyah', 'Robinson', 'Elm Street', '37', '88695', 'Oberhausen', '09-11-2019', 'm', '9', '01-07-1990') 
 INTO PSE1.Kunde VALUES ('638' , 'Colton', 'Martinez', 'Park Street', '68', '43124', 'Chemnitz', '30-11-2019', 'f', '9', '22-04-1998') 
 INTO PSE1.Kunde VALUES ('639' , 'William', 'Thomas', 'First Street', '7', '41929', 'Karlsruhe', '12-04-2019', 'm', '1', '03-11-1970') 
 INTO PSE1.Kunde VALUES ('640' , 'Isabella', 'Jones', 'Third Street', '55', '27678', 'Mannheim', '22-02-2019', 'f', '4', '14-10-1959') 
 INTO PSE1.Kunde VALUES ('641' , 'Avery', 'Johnson', 'Fourth Street', '17', '11033', 'Chemnitz', '28-04-2019', 'f', '12', '18-11-1962') 
 INTO PSE1.Kunde VALUES ('642' , 'Peyton', 'Thompson', 'Eighth Street', '36', '35930', 'Nuremberg', '19-12-2019', 'm', '5', '07-06-1951') 
 INTO PSE1.Kunde VALUES ('643' , 'Harper', 'Perez', 'Eighth Street', '74', '24789', 'Mainz', '08-04-2019', 'm', '6', '24-12-1961') 
 INTO PSE1.Kunde VALUES ('644' , 'Noah', 'Moore', 'Main Street', '56', '61730', 'Osnabrück', '06-11-2019', 'm', '2', '03-06-1970') 
 INTO PSE1.Kunde VALUES ('645' , 'Harper', 'Perez', 'Washington Street', '44', '24446', 'Oberhausen', '04-12-2019', 'f', '6', '18-12-1969') 
 INTO PSE1.Kunde VALUES ('646' , 'Liam', 'Martin', 'Third Street', '32', '11876', 'Hagen', '22-06-2019', 'm', '11', '27-10-1993') 
 INTO PSE1.Kunde VALUES ('647' , 'Alexander', 'Jones', 'First Street', '98', '14174', 'Essen', '30-08-2019', 'f', '7', '31-01-1988') 
 INTO PSE1.Kunde VALUES ('648' , 'Carson', 'Jackson', 'Seventh Street', '8', '40359', 'Braunschweig', '10-12-2019', 'f', '5', '04-02-1966') 
 INTO PSE1.Kunde VALUES ('649' , 'Wyatt', 'Rodriguez', 'Washington Street', '50', '13616', 'Saarbrücken', '29-06-2019', 'm', '2', '13-01-1976') 
 INTO PSE1.Kunde VALUES ('650' , 'Asher', 'Thomas', 'Ninth Street', '14', '49759', 'Mannheim', '22-06-2019', 'm', '10', '24-05-1994') 
 INTO PSE1.Kunde VALUES ('651' , 'Lila', 'Hall', 'Washington Street', '90', '10420', 'Bielefeld', '13-08-2019', 'f', '8', '11-09-1963') 
 INTO PSE1.Kunde VALUES ('652' , 'Noah', 'Johnson', 'First Street', '23', '71559', 'Berlin', '11-11-2019', 'm', '1', '20-11-1996') 
 INTO PSE1.Kunde VALUES ('653' , 'Jack', 'Thompson', 'Main Street', '61', '17921', 'Essen', '12-03-2019', 'f', '6', '01-05-1996') 
 INTO PSE1.Kunde VALUES ('654' , 'Madison', 'Jackson', 'Fifth Street', '73', '60231', 'Bochum', '24-05-2019', 'm', '4', '22-12-1959') 
 INTO PSE1.Kunde VALUES ('655' , 'Ryan', 'Johnson', 'Seventh Street', '18', '68769', 'Ludwigshafen am Rhein', '01-06-2019', 'm', '2', '19-07-1964') 
 INTO PSE1.Kunde VALUES ('656' , 'Michael', 'Brown', 'Maple Street', '39', '81448', 'Bielefeld', '28-02-2019', 'm', '1', '11-07-1969') 
 INTO PSE1.Kunde VALUES ('657' , 'Camilla', 'Hall', 'Washington Street', '30', '36912', 'Leverkusen', '29-11-2019', 'f', '6', '06-11-1985') 
 INTO PSE1.Kunde VALUES ('658' , 'Nora', 'Thompson', 'Third Street', '55', '51926', 'Düsseldorf', '23-09-2019', 'm', '4', '05-01-1964') 
 INTO PSE1.Kunde VALUES ('659' , 'Scarlett', 'Harris', 'Lake Street', '41', '60425', 'Nuremberg', '28-12-2019', 'm', '3', '03-07-1990') 
 INTO PSE1.Kunde VALUES ('660' , 'Muhammad', 'Johnson', 'Eighth Street', '88', '40194', 'Rostock', '18-09-2019', 'm', '3', '18-07-1993') 
 INTO PSE1.Kunde VALUES ('661' , 'Levi', 'Anderson', 'First Street', '9', '19884', 'Halle', '19-10-2019', 'f', '1', '07-05-1988') 
 INTO PSE1.Kunde VALUES ('662' , 'Riley', 'Davis', 'Ninth Street', '63', '54358', 'Wuppertal', '01-12-2019', 'f', '5', '11-01-1963') 
 INTO PSE1.Kunde VALUES ('663' , 'Layla', 'Davis', 'Seventh Street', '72', '32997', 'Bochum', '27-06-2019', 'm', '7', '06-09-1953') 
 INTO PSE1.Kunde VALUES ('664' , 'Sarah', 'Anderson', 'Washington Street', '89', '24232', 'Mannheim', '07-10-2019', 'f', '8', '14-01-1961') 
 INTO PSE1.Kunde VALUES ('665' , 'Emily', 'Thomas', 'Park Street', '81', '63700', 'Oberhausen', '12-04-2019', 'm', '2', '30-07-1978') 
 INTO PSE1.Kunde VALUES ('666' , 'Michael', 'Perez', 'Main Street', '77', '14616', 'Augsburg', '12-01-2019', 'm', '5', '31-01-1951') 
 INTO PSE1.Kunde VALUES ('667' , 'Abigail', 'Martinez', 'Fourth Street', '92', '40756', 'Duisburg', '26-09-2019', 'f', '9', '15-08-1952') 
 INTO PSE1.Kunde VALUES ('668' , 'Zoe', 'Thompson', 'View Street', '25', '99831', 'Frankfurt am Main', '30-08-2019', 'f', '6', '30-06-1989') 
 INTO PSE1.Kunde VALUES ('669' , 'Logan', 'Jackson', 'Elm Street', '57', '16599', 'Frankfurt am Main', '01-07-2019', 'm', '4', '07-09-1967') 
 INTO PSE1.Kunde VALUES ('670' , 'Lila', 'Johnson', 'Pine Street', '99', '34964', 'Erfurt', '16-12-2019', 'f', '6', '08-01-1986') 
 INTO PSE1.Kunde VALUES ('671' , 'Ariana', 'Rodriguez', 'Third Street', '75', '33697', 'Hamburg', '14-06-2019', 'f', '2', '25-05-1983') 
 INTO PSE1.Kunde VALUES ('672' , 'Ellie', 'Martin', 'Lake Street', '37', '59197', 'Mönchengladbach', '07-01-2019', 'm', '9', '07-07-1982') 
 INTO PSE1.Kunde VALUES ('673' , 'Samuel', 'Davis', 'Main Street', '26', '86258', 'Saarbrücken', '04-01-2019', 'f', '2', '01-02-2005') 
 INTO PSE1.Kunde VALUES ('674' , 'Chloe', 'Jackson', 'Lake Street', '24', '81302', 'Mülheim an der Ruhr', '01-09-2019', 'm', '1', '25-10-2004') 
 INTO PSE1.Kunde VALUES ('675' , 'Grayson', 'Rodriguez', 'Maple Street', '55', '92652', 'Essen', '03-06-2019', 'm', '1', '25-03-1989') 
 INTO PSE1.Kunde VALUES ('676' , 'Asher', 'Johnson', 'First Street', '48', '67241', 'Bonn', '20-04-2019', 'f', '10', '25-07-1969') 
 INTO PSE1.Kunde VALUES ('677' , 'Lily', 'Harris', 'Fourth Street', '48', '44431', 'Krefeld', '08-10-2019', 'f', '7', '09-09-1980') 
 INTO PSE1.Kunde VALUES ('678' , 'Harper', 'Walker', 'Ninth Street', '80', '77372', 'Lübeck', '03-08-2019', 'f', '6', '27-01-1951') 
 INTO PSE1.Kunde VALUES ('679' , 'Paisley', 'Thompson', 'Fifth Street', '87', '86247', 'Leipzig', '20-11-2019', 'f', '11', '15-01-2003') 
 INTO PSE1.Kunde VALUES ('680' , 'Lucas', 'White', 'Eighth Street', '19', '42267', 'Magdeburg', '24-11-2019', 'f', '2', '02-08-1986') 
 INTO PSE1.Kunde VALUES ('681' , 'Olivia', 'Robinson', 'Maple Street', '7', '65893', 'Berlin', '15-08-2019', 'm', '3', '07-02-1956') 
 INTO PSE1.Kunde VALUES ('682' , 'Muhammad', 'Perez', 'Pine Street', '90', '99417', 'Münster', '08-03-2019', 'm', '10', '20-06-2001') 
 INTO PSE1.Kunde VALUES ('683' , 'Samuel', 'Robinson', 'Park Street', '63', '51371', 'Dresden', '24-02-2019', 'm', '1', '15-12-1954') 
 INTO PSE1.Kunde VALUES ('684' , 'Avery', 'Hall', 'Park Street', '12', '40023', 'Duisburg', '14-05-2019', 'm', '2', '02-10-1951') 
 INTO PSE1.Kunde VALUES ('685' , 'Caleb', 'Davis', 'Lake Street', '90', '89446', 'Hamm', '20-01-2019', 'f', '6', '30-07-1974') 
 INTO PSE1.Kunde VALUES ('686' , 'Matthew', 'Perez', 'Cedar Street', '68', '96755', 'Wuppertal', '13-05-2019', 'f', '10', '14-10-2002') 
 INTO PSE1.Kunde VALUES ('687' , 'Ezra', 'Thomas', 'Washington Street', '32', '86857', 'Hamm', '20-06-2019', 'f', '11', '04-06-1993') 
 INTO PSE1.Kunde VALUES ('688' , 'Ethan', 'Thomas', 'Main Street', '26', '62092', 'Cologne', '25-10-2019', 'm', '13', '11-04-1974') 
 INTO PSE1.Kunde VALUES ('689' , 'Aaliyah', 'Perez', 'Eighth Street', '9', '48880', 'Chemnitz', '11-08-2019', 'm', '2', '23-07-2001') 
 INTO PSE1.Kunde VALUES ('690' , 'Wyatt', 'Miller', 'View Street', '14', '65119', 'Essen', '15-09-2019', 'f', '12', '21-05-1969') 
 INTO PSE1.Kunde VALUES ('691' , 'Jack', 'Lewis', 'Park Street', '40', '42578', 'Wuppertal', '15-04-2019', 'm', '2', '10-01-2000') 
 INTO PSE1.Kunde VALUES ('692' , 'Leah', 'Garcia', 'Cedar Street', '42', '55895', 'Oberhausen', '01-12-2019', 'f', '5', '18-10-1974') 
 INTO PSE1.Kunde VALUES ('693' , 'Aurora', 'Gonzalez', 'View Street', '84', '67386', 'Duisburg', '05-06-2019', 'm', '10', '21-01-1955') 
 INTO PSE1.Kunde VALUES ('694' , 'Caden', 'Jackson', 'Oak Street', '61', '68920', 'Saarbrücken', '10-09-2019', 'f', '3', '10-09-1973') 
 INTO PSE1.Kunde VALUES ('695' , 'Aiden', 'Jackson', 'Seventh Street', '17', '11304', 'Krefeld', '19-12-2019', 'm', '2', '01-05-2002') 
 INTO PSE1.Kunde VALUES ('696' , 'Gianna', 'White', 'Washington Street', '99', '57605', 'Potsdam', '24-01-2019', 'm', '9', '08-10-1985') 
 INTO PSE1.Kunde VALUES ('697' , 'Camilla', 'Lee', 'First Street', '3', '24219', 'Düsseldorf', '07-09-2019', 'f', '3', '28-04-1970') 
 INTO PSE1.Kunde VALUES ('698' , 'Grayson', 'Garcia', 'Ninth Street', '59', '19675', 'Oberhausen', '04-04-2019', 'm', '12', '27-02-1962') 
 INTO PSE1.Kunde VALUES ('699' , 'Leah', 'Martinez', 'Third Street', '52', '23813', 'Augsburg', '16-05-2019', 'm', '5', '21-11-1986') 
 INTO PSE1.Kunde VALUES ('700' , 'Muhammad', 'Davis', 'Third Street', '62', '79232', 'Aachen', '28-06-2019', 'm', '7', '30-09-2002') 
 INTO PSE1.Kunde VALUES ('701' , 'Henry', 'Taylor', 'Sixth Street', '53', '53568', 'Hanover', '04-08-2019', 'm', '12', '07-10-1990') 
 INTO PSE1.Kunde VALUES ('702' , 'Adalyn', 'Rodriguez', 'Ninth Street', '80', '53615', 'Aachen', '05-11-2019', 'm', '12', '16-07-1991') 
 INTO PSE1.Kunde VALUES ('703' , 'Matthew', 'White', 'Fourth Street', '31', '40882', 'Bochum', '10-12-2019', 'm', '2', '08-10-1973') 
 INTO PSE1.Kunde VALUES ('704' , 'Michael', 'Jones', 'Maple Street', '81', '41226', 'Nuremberg', '07-06-2019', 'f', '5', '05-02-1957') 
 INTO PSE1.Kunde VALUES ('705' , 'Lila', 'Thompson', 'Lake Street', '7', '56271', 'Chemnitz', '08-12-2019', 'f', '4', '29-05-1983') 
 INTO PSE1.Kunde VALUES ('706' , 'Noah', 'Hernandez', 'Park Street', '63', '72795', 'Berlin', '30-10-2019', 'm', '11', '05-10-1975') 
 INTO PSE1.Kunde VALUES ('707' , 'Aaliyah', 'Jones', 'Eighth Street', '31', '40087', 'Rostock', '01-10-2019', 'm', '5', '05-01-1960') 
 INTO PSE1.Kunde VALUES ('708' , 'Grayson', 'Perez', 'Ninth Street', '38', '64229', 'Augsburg', '01-02-2019', 'm', '12', '29-05-2000') 
 INTO PSE1.Kunde VALUES ('709' , 'Sebastian', 'Johnson', 'First Street', '93', '45886', 'Nuremberg', '21-02-2019', 'f', '1', '06-10-1967') 
 INTO PSE1.Kunde VALUES ('710' , 'Samuel', 'Davis', 'Park Street', '91', '36205', 'Lübeck', '12-03-2019', 'f', '2', '14-09-1961') 
 INTO PSE1.Kunde VALUES ('711' , 'Colton', 'Moore', 'Park Street', '43', '74789', 'Bremen', '13-02-2019', 'm', '10', '18-10-1951') 
 INTO PSE1.Kunde VALUES ('712' , 'Riley', 'Hernandez', 'Elm Street', '6', '23387', 'Freiburg im Breisgau', '23-06-2019', 'f', '2', '08-01-1971') 
 INTO PSE1.Kunde VALUES ('713' , 'Colton', 'Brown', 'Maple Street', '67', '30098', 'Dresden', '21-11-2019', 'f', '1', '11-02-2001') 
 INTO PSE1.Kunde VALUES ('714' , 'Jayden', 'Johnson', 'Main Street', '38', '38815', 'Lübeck', '29-08-2019', 'm', '3', '05-07-1981') 
 INTO PSE1.Kunde VALUES ('715' , 'Julian', 'Robinson', 'Ninth Street', '84', '18193', 'Mönchengladbach', '27-10-2019', 'f', '11', '24-12-1994') 
 INTO PSE1.Kunde VALUES ('716' , 'Penelope', 'Lopez', 'Third Street', '80', '94313', 'Ludwigshafen am Rhein', '14-05-2019', 'f', '8', '19-03-1962') 
 INTO PSE1.Kunde VALUES ('717' , 'Avery', 'Johnson', 'Pine Street', '88', '77962', 'Halle', '10-05-2019', 'm', '1', '12-07-1976') 
 INTO PSE1.Kunde VALUES ('718' , 'Aria', 'Hernandez', 'Maple Street', '11', '16072', 'Osnabrück', '11-07-2019', 'm', '9', '01-05-1984') 
 INTO PSE1.Kunde VALUES ('719' , 'Ethan', 'Wilson', 'Second Street', '48', '37469', 'Leipzig', '15-11-2019', 'f', '5', '04-09-1990') 
 INTO PSE1.Kunde VALUES ('720' , 'Henry', 'Hall', 'Fifth Street', '39', '46570', 'Mannheim', '19-11-2019', 'm', '6', '03-02-1951') 
 INTO PSE1.Kunde VALUES ('721' , 'Camilla', 'Thomas', 'Lake Street', '48', '14682', 'Bielefeld', '17-06-2019', 'f', '7', '18-02-1957') 
 INTO PSE1.Kunde VALUES ('722' , 'Samuel', 'Lopez', 'Elm Street', '67', '44933', 'Duisburg', '19-08-2019', 'm', '4', '20-02-1967') 
 INTO PSE1.Kunde VALUES ('723' , 'Aiden', 'Rodriguez', 'Elm Street', '21', '11999', 'Aachen', '27-05-2019', 'f', '3', '11-04-1994') 
 INTO PSE1.Kunde VALUES ('724' , 'Levi', 'Garcia', 'First Street', '37', '16565', 'Stuttgart', '07-10-2019', 'm', '6', '21-11-1981') 
 INTO PSE1.Kunde VALUES ('725' , 'Lily', 'Miller', 'Maple Street', '61', '38043', 'Lübeck', '19-12-2019', 'm', '3', '21-01-1958') 
 INTO PSE1.Kunde VALUES ('726' , 'Nora', 'Davis', 'Ninth Street', '91', '34517', 'Halle', '30-10-2019', 'm', '11', '29-07-1952') 
 INTO PSE1.Kunde VALUES ('727' , 'Cameron', 'Jackson', 'Park Street', '27', '51473', 'Duisburg', '15-09-2019', 'm', '3', '16-09-1950') 
 INTO PSE1.Kunde VALUES ('728' , 'Jayce', 'Johnson', 'Cedar Street', '59', '15131', 'Essen', '21-01-2019', 'm', '6', '04-08-1991') 
 INTO PSE1.Kunde VALUES ('729' , 'Colton', 'Lewis', 'Elm Street', '43', '66672', 'Dresden', '29-05-2019', 'm', '5', '29-09-1986') 
 INTO PSE1.Kunde VALUES ('730' , 'Colton', 'Harris', 'Eighth Street', '5', '26273', 'Bremen', '20-09-2019', 'f', '8', '09-09-1971') 
 INTO PSE1.Kunde VALUES ('731' , 'Layla', 'Lewis', 'Ninth Street', '6', '31364', 'Augsburg', '14-02-2019', 'f', '12', '14-12-1983') 
 INTO PSE1.Kunde VALUES ('732' , 'Isaiah', 'Brown', 'Lake Street', '59', '84381', 'Frankfurt am Main', '15-03-2019', 'f', '5', '01-08-1987') 
 INTO PSE1.Kunde VALUES ('733' , 'Aiden', 'Lewis', 'Washington Street', '70', '30971', 'Nuremberg', '24-12-2019', 'm', '11', '04-03-1989') 
 INTO PSE1.Kunde VALUES ('734' , 'Layla', 'Martinez', 'Washington Street', '23', '36488', 'Mainz', '30-01-2019', 'm', '9', '25-04-1986') 
 INTO PSE1.Kunde VALUES ('735' , 'Harper', 'Jones', 'Main Street', '40', '75881', 'Oldenburg', '14-04-2019', 'm', '2', '02-09-1951') 
 INTO PSE1.Kunde VALUES ('736' , 'Asher', 'Taylor', 'View Street', '25', '30568', 'Bremen', '03-01-2019', 'm', '13', '27-09-1996') 
 INTO PSE1.Kunde VALUES ('737' , 'Penelope', 'Hall', 'Fifth Street', '68', '47791', 'Mülheim an der Ruhr', '29-08-2019', 'f', '7', '04-08-1952') 
 INTO PSE1.Kunde VALUES ('738' , 'Everly', 'Hernandez', 'Pine Street', '41', '69713', 'Bielefeld', '15-07-2019', 'm', '7', '04-06-1997') 
 INTO PSE1.Kunde VALUES ('739' , 'Mateo', 'Rodriguez', 'Fourth Street', '31', '75899', 'Wiesbaden', '24-01-2019', 'm', '12', '05-08-1962') 
 INTO PSE1.Kunde VALUES ('740' , 'Josiah', 'Lewis', 'Second Street', '65', '54269', 'Lübeck', '15-09-2019', 'f', '10', '30-03-1990') 
 INTO PSE1.Kunde VALUES ('741' , 'Charlie', 'Davis', 'Maple Street', '71', '22169', 'Hagen', '26-08-2019', 'm', '2', '17-07-1977') 
 INTO PSE1.Kunde VALUES ('742' , 'Jack', 'Martin', 'Main Street', '43', '15546', 'Rostock', '11-11-2019', 'm', '11', '03-05-2001') 
 INTO PSE1.Kunde VALUES ('743' , 'Asher', 'Martin', 'Maple Street', '83', '57281', 'Braunschweig', '05-06-2019', 'f', '13', '05-06-1986') 
 INTO PSE1.Kunde VALUES ('744' , 'Caleb', 'Wilson', 'Washington Street', '94', '98648', 'Düsseldorf', '29-07-2019', 'f', '11', '17-11-1972') 
 INTO PSE1.Kunde VALUES ('745' , 'Kinsley', 'White', 'Second Street', '47', '72018', 'Dortmund', '29-05-2019', 'f', '7', '23-11-1996') 
 INTO PSE1.Kunde VALUES ('746' , 'Michael', 'Miller', 'Sixth Street', '12', '34041', 'Hamburg', '16-10-2019', 'f', '6', '29-04-1981') 
 INTO PSE1.Kunde VALUES ('747' , 'Luna', 'Rodriguez', 'Elm Street', '17', '19063', 'Münster', '30-11-2019', 'f', '13', '12-01-1974') 
 INTO PSE1.Kunde VALUES ('748' , 'Maya', 'Lopez', 'Lake Street', '66', '39581', 'Krefeld', '11-10-2019', 'f', '10', '22-12-1950') 
 INTO PSE1.Kunde VALUES ('749' , 'Cameron', 'Clark', 'Lake Street', '97', '25703', 'Hamburg', '23-07-2019', 'm', '2', '20-04-1969') 
 INTO PSE1.Kunde VALUES ('750' , 'Henry', 'Hernandez', 'Pine Street', '45', '21906', 'Osnabrück', '06-06-2019', 'm', '8', '23-04-1968') 
 INTO PSE1.Kunde VALUES ('751' , 'Gianna', 'Jones', 'First Street', '53', '85387', 'Mülheim an der Ruhr', '27-01-2019', 'f', '1', '02-06-1973') 
 INTO PSE1.Kunde VALUES ('752' , 'Wyatt', 'Johnson', 'Sixth Street', '57', '25787', 'Bremen', '04-04-2019', 'm', '10', '10-12-1991') 
 INTO PSE1.Kunde VALUES ('753' , 'Eliana', 'Wilson', 'Elm Street', '51', '74504', 'Berlin', '13-06-2019', 'f', '6', '24-09-1984') 
 INTO PSE1.Kunde VALUES ('754' , 'Emilia', 'Rodriguez', 'First Street', '33', '58527', 'Freiburg im Breisgau', '10-02-2019', 'f', '8', '01-11-2002') 
 INTO PSE1.Kunde VALUES ('755' , 'Logan', 'Miller', 'Ninth Street', '78', '70881', 'Hamburg', '23-02-2019', 'f', '5', '15-12-1979') 
 INTO PSE1.Kunde VALUES ('756' , 'Isla', 'Walker', 'View Street', '85', '53195', 'Chemnitz', '07-12-2019', 'm', '11', '12-03-1951') 
 INTO PSE1.Kunde VALUES ('757' , 'Layla', 'Clark', 'Elm Street', '57', '46005', 'Chemnitz', '16-02-2019', 'm', '3', '13-07-1950') 
 INTO PSE1.Kunde VALUES ('758' , 'Aaliyah', 'Rodriguez', 'Second Street', '47', '20003', 'Magdeburg', '02-10-2019', 'm', '5', '26-10-1959') 
 INTO PSE1.Kunde VALUES ('759' , 'Madison', 'Hall', 'Park Street', '7', '28010', 'Potsdam', '22-10-2019', 'f', '13', '01-07-1955') 
 INTO PSE1.Kunde VALUES ('760' , 'Kinsley', 'Taylor', 'Pine Street', '49', '36543', 'Dresden', '04-11-2019', 'f', '10', '24-07-1970') 
 INTO PSE1.Kunde VALUES ('761' , 'James', 'Wilson', 'Seventh Street', '95', '84267', 'Leverkusen', '10-11-2019', 'f', '11', '09-08-1999') 
 INTO PSE1.Kunde VALUES ('762' , 'Michael', 'Rodriguez', 'Oak Street', '41', '10018', 'Mönchengladbach', '20-06-2019', 'm', '4', '16-07-1992') 
 INTO PSE1.Kunde VALUES ('763' , 'Sarah', 'Gonzalez', 'Oak Street', '23', '57741', 'Aachen', '08-10-2019', 'm', '9', '24-12-1996') 
 INTO PSE1.Kunde VALUES ('764' , 'Nova', 'Jackson', 'Maple Street', '25', '54918', 'Oldenburg', '24-11-2019', 'f', '10', '05-01-1989') 
 INTO PSE1.Kunde VALUES ('765' , 'Luna', 'Lopez', 'First Street', '76', '15218', 'Essen', '10-08-2019', 'm', '11', '03-12-1975') 
 INTO PSE1.Kunde VALUES ('766' , 'Gabriel', 'Perez', 'Elm Street', '42', '20958', 'Stuttgart', '29-08-2019', 'f', '7', '08-02-1967') 
 INTO PSE1.Kunde VALUES ('767' , 'Samuel', 'Brown', 'Washington Street', '24', '52321', 'Bonn', '25-04-2019', 'f', '4', '19-05-1968') 
 INTO PSE1.Kunde VALUES ('768' , 'Mila', 'Robinson', 'Fifth Street', '74', '55498', 'Leverkusen', '23-10-2019', 'f', '11', '21-04-2000') 
 INTO PSE1.Kunde VALUES ('769' , 'Logan', 'Garcia', 'Main Street', '89', '48650', 'Berlin', '21-10-2019', 'm', '6', '24-01-1960') 
 INTO PSE1.Kunde VALUES ('770' , 'Samuel', 'White', 'Park Street', '51', '44842', 'Kassel', '27-09-2019', 'm', '6', '27-09-1988') 
 INTO PSE1.Kunde VALUES ('771' , 'Isaiah', 'Hernandez', 'Seventh Street', '82', '49952', 'Frankfurt am Main', '27-03-2019', 'm', '5', '16-07-1970') 
 INTO PSE1.Kunde VALUES ('772' , 'Ezra', 'Thompson', 'Oak Street', '38', '29161', 'Osnabrück', '05-06-2019', 'f', '7', '24-10-1987') 
 INTO PSE1.Kunde VALUES ('773' , 'Nova', 'Hernandez', 'Ninth Street', '22', '23040', 'Hagen', '03-11-2019', 'f', '3', '10-06-1969') 
 INTO PSE1.Kunde VALUES ('774' , 'Hannah', 'Jones', 'Park Street', '52', '63121', 'Lübeck', '08-11-2019', 'm', '4', '16-10-1979') 
 INTO PSE1.Kunde VALUES ('775' , 'Charlotte', 'Lee', 'Park Street', '51', '23726', 'Mülheim an der Ruhr', '18-02-2019', 'm', '3', '02-06-1981') 
 INTO PSE1.Kunde VALUES ('776' , 'Lily', 'Martinez', 'Ninth Street', '16', '67225', 'Wiesbaden', '02-07-2019', 'm', '13', '23-08-1977') 
 INTO PSE1.Kunde VALUES ('777' , 'Maya', 'Harris', 'View Street', '14', '55284', 'Mönchengladbach', '05-03-2019', 'm', '2', '30-05-1990') 
 INTO PSE1.Kunde VALUES ('778' , 'Sebastian', 'Davis', 'Second Street', '88', '27080', 'Halle', '22-02-2019', 'f', '2', '30-12-1992') 
 INTO PSE1.Kunde VALUES ('779' , 'Mila', 'Thomas', 'Eighth Street', '73', '48433', 'Chemnitz', '08-01-2019', 'f', '10', '14-07-1958') 
 INTO PSE1.Kunde VALUES ('780' , 'Nora', 'Walker', 'Park Street', '86', '19986', 'Erfurt', '22-07-2019', 'f', '5', '24-10-1967') 
