INSERT ALL 
 INTO PSE1.WarenkorbPosition VALUES ('0', '1', '15', '221') 
 INTO PSE1.WarenkorbPosition VALUES ('1704', '2', '1169', '351') 
 INTO PSE1.WarenkorbPosition VALUES ('1705', '1', '1583', '424') 
 INTO PSE1.WarenkorbPosition VALUES ('1706', '1', '1094', '364') 
 INTO PSE1.WarenkorbPosition VALUES ('1707', '2', '1935', '293') 
 INTO PSE1.WarenkorbPosition VALUES ('1708', '0', '576', '256') 
 INTO PSE1.WarenkorbPosition VALUES ('1709', '0', '1426', '270') 
 INTO PSE1.WarenkorbPosition VALUES ('1710', '2', '1765', '591') 
 INTO PSE1.WarenkorbPosition VALUES ('1711', '2', '280', '440') 
 INTO PSE1.WarenkorbPosition VALUES ('1712', '1', '547', '415') 
 INTO PSE1.WarenkorbPosition VALUES ('1713', '0', '1854', '324') 
 INTO PSE1.WarenkorbPosition VALUES ('1714', '0', '1354', '533') 
 INTO PSE1.WarenkorbPosition VALUES ('1715', '0', '861', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('1716', '2', '56', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('1717', '1', '711', '350') 
 INTO PSE1.WarenkorbPosition VALUES ('1718', '2', '952', '163') 
 INTO PSE1.WarenkorbPosition VALUES ('1719', '2', '1303', '585') 
 INTO PSE1.WarenkorbPosition VALUES ('1720', '2', '1741', '149') 
 INTO PSE1.WarenkorbPosition VALUES ('1721', '0', '212', '108') 
 INTO PSE1.WarenkorbPosition VALUES ('1722', '0', '1677', '106') 
 INTO PSE1.WarenkorbPosition VALUES ('1723', '0', '623', '339') 
 INTO PSE1.WarenkorbPosition VALUES ('1724', '2', '1265', '415') 
 INTO PSE1.WarenkorbPosition VALUES ('1725', '1', '617', '218') 
 INTO PSE1.WarenkorbPosition VALUES ('1726', '1', '943', '499') 
 INTO PSE1.WarenkorbPosition VALUES ('1727', '2', '1267', '159') 
 INTO PSE1.WarenkorbPosition VALUES ('1728', '1', '72', '240') 
 INTO PSE1.WarenkorbPosition VALUES ('1729', '0', '1157', '299') 
 INTO PSE1.WarenkorbPosition VALUES ('1730', '0', '1265', '362') 
 INTO PSE1.WarenkorbPosition VALUES ('1731', '2', '65', '65') 
 INTO PSE1.WarenkorbPosition VALUES ('1732', '2', '1454', '330') 
 INTO PSE1.WarenkorbPosition VALUES ('1733', '0', '663', '382') 
 INTO PSE1.WarenkorbPosition VALUES ('1734', '2', '1800', '124') 
 INTO PSE1.WarenkorbPosition VALUES ('1735', '1', '716', '593') 
 INTO PSE1.WarenkorbPosition VALUES ('1736', '1', '1662', '263') 
 INTO PSE1.WarenkorbPosition VALUES ('1737', '1', '707', '328') 
 INTO PSE1.WarenkorbPosition VALUES ('1738', '0', '1089', '196') 
 INTO PSE1.WarenkorbPosition VALUES ('1739', '0', '1505', '602') 
 INTO PSE1.WarenkorbPosition VALUES ('1740', '0', '1900', '98') 
 INTO PSE1.WarenkorbPosition VALUES ('1741', '0', '408', '250') 
 INTO PSE1.WarenkorbPosition VALUES ('1742', '2', '367', '191') 
 INTO PSE1.WarenkorbPosition VALUES ('1743', '0', '655', '587') 
 INTO PSE1.WarenkorbPosition VALUES ('1744', '0', '1929', '130') 
 INTO PSE1.WarenkorbPosition VALUES ('1745', '2', '174', '596') 
 INTO PSE1.WarenkorbPosition VALUES ('1746', '1', '901', '78') 
 INTO PSE1.WarenkorbPosition VALUES ('1747', '1', '475', '93') 
 INTO PSE1.WarenkorbPosition VALUES ('1748', '2', '1123', '317') 
 INTO PSE1.WarenkorbPosition VALUES ('1749', '0', '1893', '442') 
 INTO PSE1.WarenkorbPosition VALUES ('1750', '2', '1911', '375') 
 INTO PSE1.WarenkorbPosition VALUES ('1751', '0', '1319', '290') 
 INTO PSE1.WarenkorbPosition VALUES ('1752', '1', '642', '219') 
 INTO PSE1.WarenkorbPosition VALUES ('1753', '0', '122', '197') 
 INTO PSE1.WarenkorbPosition VALUES ('1754', '2', '945', '602') 
 INTO PSE1.WarenkorbPosition VALUES ('1755', '0', '89', '380') 
 INTO PSE1.WarenkorbPosition VALUES ('1756', '0', '582', '91') 
 INTO PSE1.WarenkorbPosition VALUES ('1757', '0', '247', '124') 
 INTO PSE1.WarenkorbPosition VALUES ('1758', '0', '1093', '586') 
 INTO PSE1.WarenkorbPosition VALUES ('1759', '0', '948', '435') 
 INTO PSE1.WarenkorbPosition VALUES ('1760', '2', '1455', '558') 
 INTO PSE1.WarenkorbPosition VALUES ('1761', '0', '1451', '340') 
 INTO PSE1.WarenkorbPosition VALUES ('1762', '0', '647', '520') 
 INTO PSE1.WarenkorbPosition VALUES ('1763', '2', '1851', '457') 
 INTO PSE1.WarenkorbPosition VALUES ('1764', '1', '1705', '449') 
 INTO PSE1.WarenkorbPosition VALUES ('1765', '0', '341', '266') 
 INTO PSE1.WarenkorbPosition VALUES ('1766', '0', '1116', '177') 
 INTO PSE1.WarenkorbPosition VALUES ('1767', '0', '265', '588') 
 INTO PSE1.WarenkorbPosition VALUES ('1768', '1', '707', '105') 
 INTO PSE1.WarenkorbPosition VALUES ('1769', '1', '1964', '358') 
 INTO PSE1.WarenkorbPosition VALUES ('1770', '0', '1043', '261') 
 INTO PSE1.WarenkorbPosition VALUES ('1771', '2', '1897', '518') 
 INTO PSE1.WarenkorbPosition VALUES ('1772', '2', '1042', '248') 
 INTO PSE1.WarenkorbPosition VALUES ('1773', '1', '487', '53') 
 INTO PSE1.WarenkorbPosition VALUES ('1774', '1', '1431', '244') 
 INTO PSE1.WarenkorbPosition VALUES ('1775', '2', '1712', '483') 
 INTO PSE1.WarenkorbPosition VALUES ('1776', '0', '1910', '594') 
 INTO PSE1.WarenkorbPosition VALUES ('1777', '1', '177', '293') 
 INTO PSE1.WarenkorbPosition VALUES ('1778', '0', '1056', '381') 
 INTO PSE1.WarenkorbPosition VALUES ('1779', '2', '699', '571') 
 INTO PSE1.WarenkorbPosition VALUES ('1780', '2', '954', '130') 
 INTO PSE1.WarenkorbPosition VALUES ('1781', '1', '1105', '108') 
 INTO PSE1.WarenkorbPosition VALUES ('1782', '0', '460', '392') 
 INTO PSE1.WarenkorbPosition VALUES ('1783', '2', '483', '386') 
 INTO PSE1.WarenkorbPosition VALUES ('1784', '1', '282', '371') 
 INTO PSE1.WarenkorbPosition VALUES ('1785', '2', '1674', '444') 
 INTO PSE1.WarenkorbPosition VALUES ('1786', '0', '580', '427') 
 INTO PSE1.WarenkorbPosition VALUES ('1787', '1', '211', '462') 
 INTO PSE1.WarenkorbPosition VALUES ('1788', '2', '1878', '379') 
 INTO PSE1.WarenkorbPosition VALUES ('1789', '1', '1426', '459') 
 INTO PSE1.WarenkorbPosition VALUES ('1790', '1', '1310', '576') 
 INTO PSE1.WarenkorbPosition VALUES ('1791', '2', '1772', '128') 
 INTO PSE1.WarenkorbPosition VALUES ('1792', '0', '183', '204') 
 INTO PSE1.WarenkorbPosition VALUES ('1793', '0', '1893', '117') 
 INTO PSE1.WarenkorbPosition VALUES ('1794', '0', '1673', '476') 
 INTO PSE1.WarenkorbPosition VALUES ('1795', '1', '1816', '270') 
 INTO PSE1.WarenkorbPosition VALUES ('1796', '1', '1657', '187') 
 INTO PSE1.WarenkorbPosition VALUES ('1797', '2', '23', '524') 
 INTO PSE1.WarenkorbPosition VALUES ('1798', '1', '347', '503') 
 INTO PSE1.WarenkorbPosition VALUES ('1799', '2', '1599', '73') 
 INTO PSE1.WarenkorbPosition VALUES ('1800', '2', '402', '628') 
 INTO PSE1.WarenkorbPosition VALUES ('1801', '1', '1599', '77') 
 INTO PSE1.WarenkorbPosition VALUES ('1802', '2', '1515', '523') 
 INTO PSE1.WarenkorbPosition VALUES ('1803', '2', '704', '333') 
 INTO PSE1.WarenkorbPosition VALUES ('1804', '1', '584', '31') 
 INTO PSE1.WarenkorbPosition VALUES ('1805', '0', '1626', '460') 
 INTO PSE1.WarenkorbPosition VALUES ('1806', '2', '1372', '77') 
 INTO PSE1.WarenkorbPosition VALUES ('1807', '0', '722', '277') 
 INTO PSE1.WarenkorbPosition VALUES ('1808', '0', '1866', '11') 
 INTO PSE1.WarenkorbPosition VALUES ('1809', '0', '1944', '346') 
 INTO PSE1.WarenkorbPosition VALUES ('1810', '2', '1214', '77') 
 INTO PSE1.WarenkorbPosition VALUES ('1811', '0', '1856', '623') 
 INTO PSE1.WarenkorbPosition VALUES ('1812', '0', '1529', '4') 
 INTO PSE1.WarenkorbPosition VALUES ('1813', '2', '1885', '486') 
 INTO PSE1.WarenkorbPosition VALUES ('1814', '2', '206', '50') 
 INTO PSE1.WarenkorbPosition VALUES ('1815', '1', '90', '407') 
 INTO PSE1.WarenkorbPosition VALUES ('1816', '1', '1601', '512') 
 INTO PSE1.WarenkorbPosition VALUES ('1817', '2', '1513', '495') 
 INTO PSE1.WarenkorbPosition VALUES ('1818', '0', '403', '45') 
 INTO PSE1.WarenkorbPosition VALUES ('1819', '1', '682', '632') 
 INTO PSE1.WarenkorbPosition VALUES ('1820', '1', '1346', '90') 
 INTO PSE1.WarenkorbPosition VALUES ('1821', '0', '1518', '230') 
 INTO PSE1.WarenkorbPosition VALUES ('1822', '0', '1156', '376') 
 INTO PSE1.WarenkorbPosition VALUES ('1823', '2', '242', '472') 
 INTO PSE1.WarenkorbPosition VALUES ('1824', '0', '1289', '13') 
 INTO PSE1.WarenkorbPosition VALUES ('1825', '0', '731', '2') 
 INTO PSE1.WarenkorbPosition VALUES ('1826', '0', '116', '489') 
 INTO PSE1.WarenkorbPosition VALUES ('1827', '1', '1026', '484') 
 INTO PSE1.WarenkorbPosition VALUES ('1828', '2', '1072', '322') 
 INTO PSE1.WarenkorbPosition VALUES ('1829', '2', '594', '576') 
 INTO PSE1.WarenkorbPosition VALUES ('1830', '2', '1573', '529') 
 INTO PSE1.WarenkorbPosition VALUES ('1831', '1', '1252', '257') 
 INTO PSE1.WarenkorbPosition VALUES ('1832', '0', '1900', '129') 
 INTO PSE1.WarenkorbPosition VALUES ('1833', '0', '618', '486') 
 INTO PSE1.WarenkorbPosition VALUES ('1834', '2', '574', '550') 
 INTO PSE1.WarenkorbPosition VALUES ('1835', '0', '97', '586') 
 INTO PSE1.WarenkorbPosition VALUES ('1836', '2', '1828', '541') 
 INTO PSE1.WarenkorbPosition VALUES ('1837', '2', '1050', '248') 
 INTO PSE1.WarenkorbPosition VALUES ('1838', '2', '128', '314') 
 INTO PSE1.WarenkorbPosition VALUES ('1839', '1', '149', '177') 
 INTO PSE1.WarenkorbPosition VALUES ('1840', '0', '1836', '397') 
 INTO PSE1.WarenkorbPosition VALUES ('1841', '1', '950', '292') 
 INTO PSE1.WarenkorbPosition VALUES ('1842', '1', '1772', '102') 
 INTO PSE1.WarenkorbPosition VALUES ('1843', '1', '424', '564') 
 INTO PSE1.WarenkorbPosition VALUES ('1844', '0', '1952', '334') 
 INTO PSE1.WarenkorbPosition VALUES ('1845', '2', '1875', '224') 
 INTO PSE1.WarenkorbPosition VALUES ('1846', '2', '1319', '368') 
 INTO PSE1.WarenkorbPosition VALUES ('1847', '0', '1733', '197') 
 INTO PSE1.WarenkorbPosition VALUES ('1848', '2', '805', '581') 
 INTO PSE1.WarenkorbPosition VALUES ('1849', '1', '1397', '204') 
 INTO PSE1.WarenkorbPosition VALUES ('1850', '2', '263', '5') 
 INTO PSE1.WarenkorbPosition VALUES ('1851', '0', '357', '583') 
 INTO PSE1.WarenkorbPosition VALUES ('1852', '0', '1718', '428') 
 INTO PSE1.WarenkorbPosition VALUES ('1853', '1', '98', '143') 
 INTO PSE1.WarenkorbPosition VALUES ('1854', '1', '1456', '520') 
 INTO PSE1.WarenkorbPosition VALUES ('1855', '1', '1299', '201') 
 INTO PSE1.WarenkorbPosition VALUES ('1856', '2', '1827', '4') 
 INTO PSE1.WarenkorbPosition VALUES ('1857', '1', '1484', '390') 
 INTO PSE1.WarenkorbPosition VALUES ('1858', '1', '1757', '251') 
 INTO PSE1.WarenkorbPosition VALUES ('1859', '1', '1270', '40') 
 INTO PSE1.WarenkorbPosition VALUES ('1860', '2', '782', '407') 
 INTO PSE1.WarenkorbPosition VALUES ('1861', '1', '1419', '398') 
 INTO PSE1.WarenkorbPosition VALUES ('1862', '1', '1815', '399') 
 INTO PSE1.WarenkorbPosition VALUES ('1863', '0', '1040', '464') 
 INTO PSE1.WarenkorbPosition VALUES ('1864', '2', '59', '613') 
 INTO PSE1.WarenkorbPosition VALUES ('1865', '1', '1788', '587') 
 INTO PSE1.WarenkorbPosition VALUES ('1866', '2', '519', '593') 
 INTO PSE1.WarenkorbPosition VALUES ('1867', '1', '228', '50') 
 INTO PSE1.WarenkorbPosition VALUES ('1868', '2', '654', '489') 
 INTO PSE1.WarenkorbPosition VALUES ('1869', '0', '983', '71') 
 INTO PSE1.WarenkorbPosition VALUES ('1870', '1', '602', '533') 
 INTO PSE1.WarenkorbPosition VALUES ('1871', '2', '1156', '335') 
 INTO PSE1.WarenkorbPosition VALUES ('1872', '0', '1762', '110') 
 INTO PSE1.WarenkorbPosition VALUES ('1873', '1', '467', '2') 
 INTO PSE1.WarenkorbPosition VALUES ('1874', '1', '1589', '449') 
 INTO PSE1.WarenkorbPosition VALUES ('1875', '2', '1223', '554') 
 INTO PSE1.WarenkorbPosition VALUES ('1876', '2', '117', '42') 
 INTO PSE1.WarenkorbPosition VALUES ('1877', '2', '210', '414') 
 INTO PSE1.WarenkorbPosition VALUES ('1878', '2', '1274', '77') 
 INTO PSE1.WarenkorbPosition VALUES ('1879', '2', '1974', '46') 
 INTO PSE1.WarenkorbPosition VALUES ('1880', '0', '1581', '601') 
 INTO PSE1.WarenkorbPosition VALUES ('1881', '1', '1723', '361') 
 INTO PSE1.WarenkorbPosition VALUES ('1882', '1', '647', '255') 
 INTO PSE1.WarenkorbPosition VALUES ('1883', '2', '1436', '336') 
 INTO PSE1.WarenkorbPosition VALUES ('1884', '2', '1431', '379') 
 INTO PSE1.WarenkorbPosition VALUES ('1885', '1', '460', '178') 
 INTO PSE1.WarenkorbPosition VALUES ('1886', '2', '46', '519') 
 INTO PSE1.WarenkorbPosition VALUES ('1887', '2', '1923', '138') 
 INTO PSE1.WarenkorbPosition VALUES ('1888', '2', '1705', '278') 
 INTO PSE1.WarenkorbPosition VALUES ('1889', '2', '1012', '210') 
 INTO PSE1.WarenkorbPosition VALUES ('1890', '2', '1000', '307') 
 INTO PSE1.WarenkorbPosition VALUES ('1891', '0', '120', '623') 
 INTO PSE1.WarenkorbPosition VALUES ('1892', '1', '10', '498') 
 INTO PSE1.WarenkorbPosition VALUES ('1893', '2', '352', '629') 
 INTO PSE1.WarenkorbPosition VALUES ('1894', '1', '1386', '557') 
 INTO PSE1.WarenkorbPosition VALUES ('1895', '2', '63', '450') 
 INTO PSE1.WarenkorbPosition VALUES ('1896', '0', '462', '456') 
 INTO PSE1.WarenkorbPosition VALUES ('1897', '0', '422', '397') 
 INTO PSE1.WarenkorbPosition VALUES ('1898', '0', '130', '424') 
 INTO PSE1.WarenkorbPosition VALUES ('1899', '1', '770', '53') 
 INTO PSE1.WarenkorbPosition VALUES ('1900', '2', '1710', '457') 
 INTO PSE1.WarenkorbPosition VALUES ('1901', '1', '152', '41') 
 INTO PSE1.WarenkorbPosition VALUES ('1902', '2', '750', '269') 
 INTO PSE1.WarenkorbPosition VALUES ('1903', '0', '1306', '120') 
 INTO PSE1.WarenkorbPosition VALUES ('1904', '0', '1572', '352') 
 INTO PSE1.WarenkorbPosition VALUES ('1905', '2', '1177', '609') 
 INTO PSE1.WarenkorbPosition VALUES ('1906', '2', '1023', '401') 
 INTO PSE1.WarenkorbPosition VALUES ('1907', '0', '1816', '605') 
 INTO PSE1.WarenkorbPosition VALUES ('1908', '2', '773', '257') 
 INTO PSE1.WarenkorbPosition VALUES ('1909', '2', '1796', '161') 
 INTO PSE1.WarenkorbPosition VALUES ('1910', '0', '1899', '359') 
 INTO PSE1.WarenkorbPosition VALUES ('1911', '1', '1178', '454') 
 INTO PSE1.WarenkorbPosition VALUES ('1912', '0', '1380', '79') 
 INTO PSE1.WarenkorbPosition VALUES ('1913', '1', '631', '184') 
 INTO PSE1.WarenkorbPosition VALUES ('1914', '0', '1086', '175') 
 INTO PSE1.WarenkorbPosition VALUES ('1915', '1', '38', '143') 
 INTO PSE1.WarenkorbPosition VALUES ('1916', '0', '1362', '126') 
 INTO PSE1.WarenkorbPosition VALUES ('1917', '0', '561', '576') 
 INTO PSE1.WarenkorbPosition VALUES ('1918', '0', '1073', '590') 
 INTO PSE1.WarenkorbPosition VALUES ('1919', '1', '1891', '309') 
 INTO PSE1.WarenkorbPosition VALUES ('1920', '1', '1255', '336') 
 INTO PSE1.WarenkorbPosition VALUES ('1921', '1', '110', '162') 
 INTO PSE1.WarenkorbPosition VALUES ('1922', '2', '429', '334') 
 INTO PSE1.WarenkorbPosition VALUES ('1923', '2', '1537', '462') 
 INTO PSE1.WarenkorbPosition VALUES ('1924', '1', '1765', '428') 
 INTO PSE1.WarenkorbPosition VALUES ('1925', '2', '140', '43') 
 INTO PSE1.WarenkorbPosition VALUES ('1926', '1', '243', '314') 
 INTO PSE1.WarenkorbPosition VALUES ('1927', '2', '1667', '294') 
 INTO PSE1.WarenkorbPosition VALUES ('1928', '2', '181', '245') 
 INTO PSE1.WarenkorbPosition VALUES ('1929', '2', '65', '493') 
 INTO PSE1.WarenkorbPosition VALUES ('1930', '2', '592', '448') 
 INTO PSE1.WarenkorbPosition VALUES ('1931', '1', '918', '150') 
 INTO PSE1.WarenkorbPosition VALUES ('1932', '1', '1733', '87') 
 INTO PSE1.WarenkorbPosition VALUES ('1933', '1', '1716', '50') 
 INTO PSE1.WarenkorbPosition VALUES ('1934', '0', '1898', '494') 
 INTO PSE1.WarenkorbPosition VALUES ('1935', '1', '1261', '370') 
 INTO PSE1.WarenkorbPosition VALUES ('1936', '0', '265', '449') 
 INTO PSE1.WarenkorbPosition VALUES ('1937', '2', '327', '595') 
 INTO PSE1.WarenkorbPosition VALUES ('1938', '2', '778', '335') 
 INTO PSE1.WarenkorbPosition VALUES ('1939', '2', '1993', '47') 
 INTO PSE1.WarenkorbPosition VALUES ('1940', '1', '1487', '205') 
 INTO PSE1.WarenkorbPosition VALUES ('1941', '1', '1543', '543') 
 INTO PSE1.WarenkorbPosition VALUES ('1942', '0', '931', '161') 
 INTO PSE1.WarenkorbPosition VALUES ('1943', '0', '1403', '282') 
 INTO PSE1.WarenkorbPosition VALUES ('1944', '2', '1900', '437') 
 INTO PSE1.WarenkorbPosition VALUES ('1945', '1', '1918', '254') 
 INTO PSE1.WarenkorbPosition VALUES ('1946', '0', '170', '572') 
 INTO PSE1.WarenkorbPosition VALUES ('1947', '0', '1893', '320') 
 INTO PSE1.WarenkorbPosition VALUES ('1948', '2', '956', '452') 
 INTO PSE1.WarenkorbPosition VALUES ('1949', '0', '723', '373') 
 INTO PSE1.WarenkorbPosition VALUES ('1950', '2', '1373', '419') 
 INTO PSE1.WarenkorbPosition VALUES ('1951', '1', '1274', '281') 
 INTO PSE1.WarenkorbPosition VALUES ('1952', '1', '1879', '121') 
 INTO PSE1.WarenkorbPosition VALUES ('1953', '0', '1418', '191') 
 INTO PSE1.WarenkorbPosition VALUES ('1954', '2', '1493', '205') 
 INTO PSE1.WarenkorbPosition VALUES ('1955', '1', '963', '120') 
 INTO PSE1.WarenkorbPosition VALUES ('1956', '1', '1867', '449') 
 INTO PSE1.WarenkorbPosition VALUES ('1957', '1', '1941', '509') 
 INTO PSE1.WarenkorbPosition VALUES ('1958', '1', '1534', '448') 
 INTO PSE1.WarenkorbPosition VALUES ('1959', '0', '1749', '171') 
 INTO PSE1.WarenkorbPosition VALUES ('1960', '2', '441', '117') 
 INTO PSE1.WarenkorbPosition VALUES ('1961', '0', '459', '308') 
 INTO PSE1.WarenkorbPosition VALUES ('1962', '0', '306', '269') 
 INTO PSE1.WarenkorbPosition VALUES ('1963', '1', '1919', '365') 
 INTO PSE1.WarenkorbPosition VALUES ('1964', '2', '50', '489') 
 INTO PSE1.WarenkorbPosition VALUES ('1965', '0', '45', '370') 
 INTO PSE1.WarenkorbPosition VALUES ('1966', '0', '1018', '353') 
 INTO PSE1.WarenkorbPosition VALUES ('1967', '0', '664', '621') 
 INTO PSE1.WarenkorbPosition VALUES ('1968', '0', '1347', '510') 
 INTO PSE1.WarenkorbPosition VALUES ('1969', '2', '1854', '392') 
 INTO PSE1.WarenkorbPosition VALUES ('1970', '1', '1586', '597') 
 INTO PSE1.WarenkorbPosition VALUES ('1971', '1', '1063', '545') 
 INTO PSE1.WarenkorbPosition VALUES ('1972', '0', '553', '195') 
 INTO PSE1.WarenkorbPosition VALUES ('1973', '1', '1106', '93') 
 INTO PSE1.WarenkorbPosition VALUES ('1974', '2', '1747', '368') 
 INTO PSE1.WarenkorbPosition VALUES ('1975', '2', '1413', '358') 
 INTO PSE1.WarenkorbPosition VALUES ('1976', '0', '1350', '67') 
 INTO PSE1.WarenkorbPosition VALUES ('1977', '2', '1880', '470') 
 INTO PSE1.WarenkorbPosition VALUES ('1978', '1', '1472', '158') 
 INTO PSE1.WarenkorbPosition VALUES ('1979', '1', '56', '415') 
 INTO PSE1.WarenkorbPosition VALUES ('1980', '2', '618', '468') 
 INTO PSE1.WarenkorbPosition VALUES ('1981', '0', '122', '473') 
 INTO PSE1.WarenkorbPosition VALUES ('1982', '0', '1899', '552') 
 INTO PSE1.WarenkorbPosition VALUES ('1983', '1', '1866', '630') 
 INTO PSE1.WarenkorbPosition VALUES ('1984', '1', '1464', '463') 
 INTO PSE1.WarenkorbPosition VALUES ('1985', '1', '968', '396') 
 INTO PSE1.WarenkorbPosition VALUES ('1986', '0', '394', '603') 
 INTO PSE1.WarenkorbPosition VALUES ('1987', '1', '1750', '483') 
 INTO PSE1.WarenkorbPosition VALUES ('1988', '2', '1768', '169') 
 INTO PSE1.WarenkorbPosition VALUES ('1989', '1', '1001', '287') 
 INTO PSE1.WarenkorbPosition VALUES ('1990', '1', '1101', '383') 
 INTO PSE1.WarenkorbPosition VALUES ('1991', '0', '1726', '71') 
 INTO PSE1.WarenkorbPosition VALUES ('1992', '2', '979', '406') 
 INTO PSE1.WarenkorbPosition VALUES ('1993', '2', '1563', '36') 
 INTO PSE1.WarenkorbPosition VALUES ('1994', '1', '1779', '616') 
 INTO PSE1.WarenkorbPosition VALUES ('1995', '1', '75', '98') 
 INTO PSE1.WarenkorbPosition VALUES ('1996', '1', '743', '510') 
 INTO PSE1.WarenkorbPosition VALUES ('1997', '0', '398', '204') 
 INTO PSE1.WarenkorbPosition VALUES ('1998', '0', '1866', '331') 
 INTO PSE1.WarenkorbPosition VALUES ('1999', '0', '1658', '176') 
 INTO PSE1.WarenkorbPosition VALUES ('2000', '1', '1482', '341') 
 INTO PSE1.WarenkorbPosition VALUES ('2001', '0', '448', '165') 
 INTO PSE1.WarenkorbPosition VALUES ('2002', '0', '1781', '110') 
 INTO PSE1.WarenkorbPosition VALUES ('2003', '1', '793', '147') 
 INTO PSE1.WarenkorbPosition VALUES ('2004', '0', '146', '21') 
 INTO PSE1.WarenkorbPosition VALUES ('2005', '1', '1179', '509') 
 INTO PSE1.WarenkorbPosition VALUES ('2006', '1', '576', '456') 
 INTO PSE1.WarenkorbPosition VALUES ('2007', '0', '1601', '528') 
 INTO PSE1.WarenkorbPosition VALUES ('2008', '1', '261', '310') 
 INTO PSE1.WarenkorbPosition VALUES ('2009', '1', '1343', '211') 
 INTO PSE1.WarenkorbPosition VALUES ('2010', '1', '1326', '470') 
 INTO PSE1.WarenkorbPosition VALUES ('2011', '1', '1208', '273') 
 INTO PSE1.WarenkorbPosition VALUES ('2012', '1', '684', '76') 
 INTO PSE1.WarenkorbPosition VALUES ('2013', '2', '1890', '107') 
 INTO PSE1.WarenkorbPosition VALUES ('2014', '1', '229', '265') 
 INTO PSE1.WarenkorbPosition VALUES ('2015', '1', '1257', '262') 
 INTO PSE1.WarenkorbPosition VALUES ('2016', '0', '1590', '77') 
 INTO PSE1.WarenkorbPosition VALUES ('2017', '2', '1624', '141') 
 INTO PSE1.WarenkorbPosition VALUES ('2018', '0', '994', '379') 
 INTO PSE1.WarenkorbPosition VALUES ('2019', '0', '1214', '433') 
 INTO PSE1.WarenkorbPosition VALUES ('2020', '0', '1184', '372') 
 INTO PSE1.WarenkorbPosition VALUES ('2021', '2', '1423', '502') 
 INTO PSE1.WarenkorbPosition VALUES ('2022', '2', '296', '579') 
 INTO PSE1.WarenkorbPosition VALUES ('2023', '0', '1544', '589') 
 INTO PSE1.WarenkorbPosition VALUES ('2024', '1', '1938', '631') 
 INTO PSE1.WarenkorbPosition VALUES ('2025', '1', '765', '614') 
 INTO PSE1.WarenkorbPosition VALUES ('2026', '2', '1848', '506') 
 INTO PSE1.WarenkorbPosition VALUES ('2027', '1', '1431', '341') 
 INTO PSE1.WarenkorbPosition VALUES ('2028', '1', '1951', '84') 
 INTO PSE1.WarenkorbPosition VALUES ('2029', '1', '929', '501') 
 INTO PSE1.WarenkorbPosition VALUES ('2030', '1', '1724', '154') 
